KOD,NAZEV,ANAZEV,DOD,DDO,NEPLATNOST,LATNAZEV
3901R065,Informatická fyzika,,,,,
3901R066,Inženýrství pevných látek,,,,,
3901R067,Laserová a přístrojová technika,,,,,
3901R072,Jaderná chemie,,,,,
3901R074,Audio inženýrství,,,,,
3901R076,Aplikované vědy a technologie /Applied Sciences and Technologies/,,,,,
3901T000,Kmenový obor: Aplikované vědy v inženýrství,,,,,
3901T001,Analýzy biologických materiálů,,,,,
3901T002,Aplikovaná fyzika a fyzikální inženýrství,,,,,
3901T003,Aplikovaná mechanika,,,,,
3901T004,Aplikovaná mechanika (aplikov.),,,,,
3901T007,Biomedicínské a ekologické inženýrství,,,,,
3901T008,Biomedicínské a rehabilitační inženýrství,,,,,
3901T009,Biomedicínské inženýrství,,,,,
3901T012,Fyzikální inženýrství,,,,,
3901T013,Inženýrská mechanika,,,,,
3901T015,Jaderně chemické inženýrství,,,,,
3901T016,Jaderné inženýrství,,,,,
3901T017,Klinická biologie a chemie,,,,,
3901T018,Klinická biologie a chemie - analýza biologických materiálů,,,,,
3901T019,Komerční inženýrství,,,,,
3901T021,Matematické inženýrství,,,,,
3901T022,Matematicko-fyzikální inženýrství,,,,,
3901T023,Mechanika,,,,,
3901T025,Přírodovědné inženýrství,,,,,
3901T026,Strojní inženýrství - biomedicínské a rehabilitační inženýrství,,,,,
3901T029,Inženýrská mechanika a mechatronika,,,,,
3901T034,Radiologická fyzika,,,,,
3901T035,Přístroje a metody pro biomedicínu,,,,,
3901T036,Systémová integrace procesů ve zdravotnictví,,,,,
3901T037,Voda - strategická surovina,,,,,
3901T041,Inženýrská mechanika a biomechanika,,,,,
3901T043,Fyzikální inženýrství a nanotechnologie /Physical Engineering and Nanotechnology,,,,,
3901T044,Řízení rizik stavebních konstrukcí,,,,,
3901T045,Řízení rizik strojních zařízení,,,,,
3901T046,Řízení rizik elektrotechnických zařízení,,,,,
3901T047,Řízení rizik v informačních systémech,,,,,
3901T048,Řízení rizik firem a institucí,,,,,
3901T049,Řízení rizik chemických technologií,,,,,
3901T050,Biomedicínské inženýrství a bioinformatika,,,,,
3901T052,Biomechanika a lékařské přístroje,,,,,
3901T053,Dynamika konstrukcí a mechatronika,,,,,
3901T054,Biomedicínský inženýr,,,,,
3901T055,Aplikované vědy v inženýrství,,,,,
3901T056,Aplikace softwarového inženýrství,,,,,
3901T057,Aplikovaná informatika /Applied Informatics/,,,,,
3901T058,Matematická informatika,,,,,
3901T059,Diagnostika materiálů,,,,,
3901T060,Dozimetrie a aplikace ionizujícího záření,,,,,
3901T061,Experimentální jaderná a částicová fyzika,,,,,
3901T062,Fyzika a technika termojaderné fúze,,,,,
3901T065,Informatická fyzika,,,,,
3901T066,Inženýrství pevných látek,,,,,
3901T068,Aplikované matematické-stochastické metody,,,,,
3901T069,Matematická fyzika,,,,,
3901T070,Laserová technika a elektronika,,,,,
3901T071,Optika a nanostruktury,,,,,
9107R001,Geodézie a kartografie,,,,,
1603T002,Ekologie,,,,,
1603T003,Ekologie a etologie obratlovců,,,,,
1603T004,Ekotoxikologie,,,,,
1603T005,Biologie ekosystémů,,,,,
1603V002,Ekologie,,,,,
1603V004,Ekotoxikologie,,,,,
1603V005,Biologie ekosystémů,,,,,
1604R002,Hospodaření s přírodními zdroji,,,,,
1604R003,Monitorování životního prostředí,,,,,
1604R004,Odpadové hospodářství,,,,,
1604R005,Ochrana a tvorba krajiny,,,,,
1604R006,Ochrana a tvorba životního prostředí,,,,,
1604R007,Ochrana životního prostředí,,,,,
1604R008,Organizace a správa péče o životní prostředí,,,,,
1604R009,Péče o životní prostředí,,,,,
1604R010,Správa ochrany životního prostředí,,,,,
1604R011,Vodní hospodářství a ekologie,,,,,
1604R014,Management ochrany životního prostředí,,,,,
1604T004,Odpadové hospodářství,,,,,
1604T005,Ochrana a tvorba krajiny,,,,,
1604T006,Ochrana a tvorba životního prostředí,,,,,
1604T007,Ochrana životního prostředí,,,,,
1604T009,Péče o životní prostředí,,,,,
1604T012,Životní prostředí,,,,,
1604T013,Ochrana přírody,,,,,
1604V001,Aplikovaná a krajinná ekologie /Applied and Landscape Ecology/,,,,,
1604V006,Ochrana a tvorba životního prostředí,,,,,
1701R001,Astrofyzika,,,,,
1701R003,Fyzika,,,,,
1701R014,Fyzika pro víceoborové studium,,,,,
1701R018,Ionizující záření,,,,,
1701R025,Metrologie,,,,,
1701R026,Obecná fyzika,,,,,
1701R027,Obecná fyzika a matematická fyzika,,,,,
1701R029,Optika a optoelektronika,,,,,
1701R030,Přístrojová fyzika,,,,,
1701R032,Přístrojová optika,,,,,
1701R035,Teoretická fyzika a astrofyzika,,,,,
1701R039,Bezpečnost jaderných zařízení,,,,,
1701R044,Užitá meteorologie,,,,,
1701R045,Vakuová a kryogenní technika,,,,,
1701R046,"Počítačové modelování ve fyzice, technice a výrobě",,,,,
1701R048,Přírodovědné vzdělávání,,,,,
1701R049,Fyzika pro vzdělávání,,,,,
1701R052,Molekulární biofyzika,,,,,
1701R054,Digitální a přístrojová optika,,,,,
1701R055,Počítačová fyzika,,,,,
1701T001,Astrofyzika,,,,,
1701T003,Fyzika,,,,,
1701T005,Fyzika kondenzovaných látek,,,,,
1701T008,Fyzika mezních oborů,,,,,
1701T010,Fyzika pevných látek,,,,,
1701T011,Fyzika plazmatu,,,,,
1701T015,Fyzikální elektronika a mikroelektronika,,,,,
1701T017,Geofyzika,,,,,
1701T019,Jaderná a subjaderná fyzika,,,,,
1701T020,Jaderná fyzika,,,,,
1701T024,Meteorologie a klimatologie,,,,,
1701T026,Obecná fyzika,,,,,
1701T027,Obecná fyzika a matematická fyzika,,,,,
1701T029,Optika a optoelektronika,,,,,
1701T034,Teoretická fyzika,,,,,
1701T035,Teoretická fyzika a astrofyzika,,,,,
1701T038,Astronomie a astrofyzika,,,,,
1701T040,Fyzika kondenzovaných a makromolekulárních látek,,,,,
1701T041,Fyzika kondenzovaných soustav a materiálů,,,,,
1701T042,Fyzika povrchů a ionizovaných prostředí,,,,,
1701T052,Molekulární biofyzika,,,,,
1701T053,Fyzikální měření a modelování,,,,,
1701T054,Digitální a přístrojová optika,,,,,
1701T055,Počítačová fyzika,,,,,
1701T057,"Matematické a počítačové modelování ve fyzice /Mathemat.,Comput.Model.in Physics",,,,,
1701V001,Astrofyzika,,,,,
1701V002,Astronomie,,,,,
1701V005,Fyzika kondenzovaných látek,,,,,
1701V006,Fyzika kondenzovaných látek a akustika,,,,,
1701V007,Fyzika kondenzovaných látek a materiálový výzkum,,,,,
1701V009,Fyzika molekulárních a biologických struktur,,,,,
1701V010,Fyzika pevných látek,,,,,
1701V011,Fyzika plazmatu,,,,,
1701V012,Fyzika plazmatu a ionizovaných prostředí,,,,,
1701V013,Fyzika plazmatu a tenkých vrstev,,,,,
1701V016,Fyzikální elektronika a vakuová fyzika,,,,,
1701V017,Geofyzika,,,,,
1701V019,Jaderná a subjaderná fyzika,,,,,
1701V020,Jaderná fyzika,,,,,
1701V021,Kvantová elektronika a optika,,,,,
1701V022,Kvantová optika a optoelektronika,,,,,
1701V023,Mechanické vlastnosti pevných látek,,,,,
1701V024,Meteorologie a klimatologie,,,,,
1701V026,Obecná fyzika,,,,,
1701V027,Obecná fyzika a matematická fyzika,,,,,
1701V028,Obecné otázky fyziky,,,,,
1701V029,Optika a optoelektronika,,,,,
1701V031,Přístrojová fyzika a metrologie,,,,,
1701V033,Subjaderná fyzika,,,,,
1701V035,Teoretická fyzika a astrofyzika,,,,,
1701V036,"Teoretická fyzika, astronomie a astrofyzika",,,,,
1701V037,Vlnová a částicová optika,,,,,
1701V043,Fyzika povrchů a rozhraní,,,,,
1701V047,Didaktika fyziky,,,,,
1701V050,Fyzika nanostruktur,,,,,
1701V051,Didaktika fyziky a obecné otázky fyziky,,,,,
1701V056,Pokročilé mikrotechnologie a nanovědy,,,,,
1702R001,Aplikovaná fyzika,,,,,
1702R002,Aplikovaná fyzika - fyzikální a technická měření,,,,,
1702R003,Aplikovaná fyzika - fyzikální metrologie,,,,,
1702R004,Aplikovaná fyzika se zaměřením na přístrojovou fyziku a metrologii,,,,,
1702R005,Biofyzika,,,,,
1702R006,Biofyzika - diagnostika vlivu ŽP na živé systémy,,,,,
1702R007,Biofyzika a chemická fyzika,,,,,
1702R008,Biofyzika a chemická fyzika - biofyzikální diagnostika,,,,,
1702R009,Biofyzika a chemická fyzika - fyzikální diagnostika,,,,,
1702R010,Fyzikálně-technická měření a výpočetní technika,,,,,
1702R012,Lékařská fyzika,,,,,
1702R013,Užitá fyzika,,,,,
1702R014,Měření a počítačová prezentace dat,,,,,
1702R015,Aplikovaná radiobiologie a toxikologie,,,,,
1702R016,Biofyzika a zdravotnická technika,,,,,
1702R017,Krizová radiobiologie a toxikologie,,,,,
1702R018,Fyzika v medicíně,,,,,
1702R020,Fyzika se zaměřením na vzdělávání,,,,,
1702R021,Počítačové modelování ve fyzice,,,,,
1702R022,Fyzika a management,,,,,
1702R023,Multimediální techniky,,,,,
1702R024,Aplikované nanotechnologie,,,,,
1702R025,Laboratorní a měřicí technika,,,,,
1702R026,Nanotechnologie – aplikovaná fyzika,,,,,
1702T001,Aplikovaná fyzika,,,,,
1702T004,Aplikovaná fyzika se zaměřením na přístrojovou fyziku a metrologii,,,,,
1702T005,Biofyzika,,,,,
1702T007,Biofyzika a chemická fyzika,,,,,
1702T017,Krizová radiobiologie a toxikologie,,,,,
1702V001,Aplikovaná fyzika,,,,,
1702V005,Biofyzika,,,,,
1702V011,Chemická fyzika,,,,,
1702V019,"Biofyzika, chemická a makromolekulární fyzika",,,,,
1801R001,Informatika,,,,,
1801R003,Informatika a výpočetní technika - informatika,,,,,
1801R004,Informatika a výpočetní technika - obecná informatika,,,,,
1801R006,Matematická informatika,,,,,
1801R008,Obecná informatika,,,,,
1801R010,Teoretická informatika,,,,,
1801R011,Teoretická kybernetika a matematická informatika a teorie systémů,,,,,
1801R013,Matematické metody informační bezpečnosti,,,,,
1801R015,Informatika s matematikou,,,,,
1801R018,Informační systémy,,,,,
1801R020,Počítačová grafika a zpracování obrazu,,,,,
1801R021,Paralelní a distribuované systémy,,,,,
1801R022,Počítačové sítě a komunikace,,,,,
1801R023,Programovatelné technické struktury,,,,,
1801R024,Počítačové systémy a zpracování dat,,,,,
1801R025,Umělá inteligence a zpracování přirozeného jazyka,,,,,
1801R030,Informatika pro vzdělávání,,,,,
1801R033,Počítačové systémy /Hardware Systems/,,,,,
1801R034,Informatika a počítačové vědy /Computer Science/,,,,,
1801R035,Softwarové systémy /Software Systems/,,,,,
1801R037,Počítačové inženýrství,,,,,
1801R040,Softwarové inženýrství /Software Engineering/,,,,,
1801R044,Webové a softwarové inženýrství,,,,,
1801R045,Znalostní inženýrství,,,,,
1801R048,Programování a softwarové systémy /Programming and Software Systems,,,,,
1801R049,Softwarové a datové inženýrství /Software and Data Engineering/,,,,,
1801R055,Bezpečnost a informační technologie,,,,,
1801R056,Komunikační a informační technologie,,,,,
1801R057,Informační bezpečnost,,,,,
1801R058,Internet věcí,,,,,
1801R059,Počítačové hry a grafika /Computer Games and Graphics/,,,,,
1801R060,Software,,,,,
1801T001,Informatika,,,,,
1801T003,Informatika a výpočetní technika - informatika,,,,,
1801T004,Informatika a výpočetní technika - obecná informatika,,,,,
1801T006,Matematická informatika,,,,,
1801T007,Matematická informatika a teoretická kybernetika,,,,,
1801T009,Teoretická a aplikovaná kybernetika,,,,,
1801T010,Teoretická informatika,,,,,
1801T011,Teoretická kybernetika a matematická informatika a teorie systémů,,,,,
1801T013,Matematické metody informační bezpečnosti,,,,,
1801T014,Diskrétní modely a algoritmy,,,,,
1801T016,Počítačová a formální lingvistika,,,,,
1801T017,Datové inženýrství,,,,,
1801T018,Informační systémy,,,,,
1801T021,Paralelní a distribuované systémy,,,,,
1801T022,Počítačové sítě a komunikace,,,,,
1801T025,Umělá inteligence a zpracování přirozeného jazyka,,,,,
1801T026,Bezpečnost informačních technologií,,,,,
1801T027,Embedded systems,,,,,
1801T028,Počítačová grafika /Computer Graphics/,,,,,
1801T029,Počítačové systémy,,,,,
1801T031,Matematické metody v informačních technologiích,,,,,
1801T032,Počítačové a vestavěné systémy,,,,,
1801T036,Umělá inteligence /Artificial Intelligence/,,,,,
1801T037,Počítačové inženýrství /Hardware Engineering/,,,,,
1801T038,Počítačové vidění a digitální obraz /Computer Vision and Image Processing/,,,,,
1801T039,Počítačová grafika a interakce /Computer Graphics and Interaction/,,,,,
1801T040,Softwarové inženýrství /Software Engineering/,,,,,
1801T042,Počítačová bezpečnost / Computer Security,,,,,
1801T043,Počítačové systémy a sítě / Computer Systems and Networks,,,,,
1801T044,Webové a softwarové Inženýrství / Web and Software Engineering,,,,,
1801T045,Znalostní inženýrství / Knowledge Engineering,,,,,
1801T046,Projektování číslicových systémů,,,,,
1801T047,Systémové programování,,,,,
1801T049,Softwarové a datové inženýrství /Software and Data Engineering/,,,,,
1801T050,Otevřená informatika – major /Computer Sciences – major/,,,,,
1801T052,"Návrh a programování vestavných systémů /Design,Programming of Embedded Systems",,,,,
1801T053,"Počítačová grafika a vývoj počítačových her /Computer Graphics, Game Development",,,,,
1801T061,Datové vědy /Data Science/,,,,,
1801T062,Interakce člověka s počítačem /Human Computer Interaction/,,,,,
1801T063,Kybernetická bezpečnost /Cyber Security/,,,,,
1801T064,Informační a komunikační bezpečnost /Information and Communication Security/,,,,,
1801V000,Kmenový obor: Informatika,,,,,
1801V001,Informatika,,,,,
1801V002,Informatika a aplikovaná matematika,,,,,
1801V005,Kybernetika,,,,,
1801V006,Matematická informatika,,,,,
1801V007,Matematická informatika a teoretická kybernetika,,,,,
1801V010,Teoretická informatika,,,,,
1801V012,Zpracování dat a matematické modelování,,,,,
1801V014,Diskrétní modely a algoritmy,,,,,
1801V018,Informační systémy,,,,,
1801V019,Autonomní systémy,,,,,
1801V041,Počítačové systémy a technologie,,,,,
1801V051,Počítačová grafika a analýza obrazu /Computer Graphics and Image Analysis/,,,,,
1802R001,Aplikovaná informatika,,,,,
1802R002,Biomedicínská informatika /Biomedical Informatics,,,,,
1802R006,Informační systémy,,,,,
1802R007,Informační technologie,,,,,
1802R008,Informatika - angličtina,,,,,
1802R009,Informatika a výpočetní technika - aplikovaná informatika,,,,,
1802R010,Informatika a výpočetní technika - informační systémy,,,,,
1802R013,Počítačová technika a její aplikace,,,,,
1802R014,Počítačové modelování ve fyzice a technice,,,,,
1802R019,Výpočetní technika,,,,,
1802R021,Aplikovaná informatika v dopravě,,,,,
1802R022,Informatika a logistika,,,,,
1802R023,Informatika se zaměřením na vzdělávání,,,,,
1802R024,Informační technologie a management,,,,,
1802R025,Počítačová podpora v archeologii,,,,,
1802R026,Bioinformatika,,,,,
1802R032,Informační systémy a management,,,,,
1802R033,Sociální informatika,,,,,
1802R034,Multimédia v ekonomické praxi,,,,,
1802R035,Modelování a výpočty,,,,,
1802R036,Podniková informatika,,,,,
1802R039,Aplikované počítačové modelování /Applied Computer Modelling/,,,,,
1802R041,Informační média a služby,,,,,
1802T001,Aplikovaná informatika,,,,,
1802T002,Biomedicínská informatika /Biomedical Informatics,,,,,
1802T003,Informační a finanční management v aplikovaných vědách,,,,,
1802T004,Informační a řídicí systémy v aplikovaných vědách,,,,,
1802T005,Informační a znalostní inženýrství,,,,,
1802T007,Informační technologie /Information Technology/,,,,,
1802T010,Informatika a výpočetní technika - informační systémy,,,,,
1802T011,Počítačová grafika a multimedia,,,,,
1802T012,Počítačová grafika a výpočetní systémy,,,,,
1802T014,Počítačové modelování ve fyzice a technice,,,,,
1802T017,Počítačové modelování ve vědě a technice,,,,,
1802T018,Informační systémy a technologie,,,,,
1802T021,Aplikovaná informatika v dopravě,,,,,
1802T024,Informační technologie a management,,,,,
1802T026,Bioinformatika /Bioinformatics/,,,,,
1802T027,Zpracování obrazu,,,,,
1802T028,Kognitivní informatika,,,,,
1802T029,Bioinformatika a biocomputing,,,,,
1802T030,Management a informační technologie,,,,,
1802T031,"Service Science, Management, and Engineering",,,,,
1802T036,Podniková informatika,,,,,
1802T037,Znalostní a webové technologie,,,,,
1802T038,Information Systems Management,,,,,
1802T040,Medicínská informatika /Medical Informatics/,,,,,
1802V000,Kmenový obor: Aplikovaná informatika,,,,,
1802V001,Aplikovaná informatika,,,,,
1802V002,Biomedicínská informatika /Biomedical Informatics,,,,,
1802V006,Informační systémy,,,,,
1802V007,Informační technologie,,,,,
1802V015,Zpracování dat a matematické modelování v přírodních vědách,,,,,
1802V016,Zpracování dat a matematické modelování v zemědělství,,,,,
1802V020,Počítačové metody ve vědě a technice,,,,,
2101R003,Geologické inženýrství,,,,,
2101R004,Geovědní a montánní turismus,,,,,
2101R005,Hlubinné dobývání ložisek nerostů,,,,,
2101R008,Hornické inženýrství,,,,,
2101R010,Lomové dobývání ložisek nerostů,,,,,
